student_id,course_id,grade_type,score,weight
2199,8,homework2,89,0.05
2199,8,quiz,100,0.2
2199,8,mid exam,79,0.3
2199,8,final exam,69,0.4
2199,7,homework1,80,0.05
2199,7,homework2,85,0.05
2199,7,quiz,98,0.2
2199,7,mid exam,41,0.3
2199,7,final exam,89,0.4
2199,3,homework1,100,0.05
2199,3,homework2,100,0.05
2199,3,quiz,83,0.2
2199,3,mid exam,81,0.3
2199,3,final exam,72,0.4
2230,1,homework1,98,0.05
2230,1,homework2,87,0.05
2230,1,quiz,71,0.2
2230,1,mid exam,90,0.3
2230,1,final exam,94,0.4
2230,5,homework1,90,0.05
2230,5,homework2,95,0.05
2230,5,quiz,94,0.2
2230,5,mid exam,97,0.3
2230,5,final exam,73,0.4
2230,6,homework1,70,0.05
2230,6,homework2,93,0.05
2230,6,quiz,82,0.2
2230,6,mid exam,98,0.3
2230,6,final exam,61,0.4
2230,8,homework1,94,0.05
2230,8,homework2,100,0.05
2230,8,quiz,71,0.2
2230,8,mid exam,91,0.3
2230,8,final exam,87,0.4
2230,7,homework1,100,0.05
2230,7,homework2,81,0.05
2230,7,quiz,87,0.2
2230,7,mid exam,69,0.3
2230,7,final exam,99,0.4
2230,3,homework1,87,0.05
2230,3,homework2,100,0.05
2230,3,quiz,79,0.2
2230,3,mid exam,73,0.3
2230,3,final exam,35,0.4
2237,1,homework1,82,0.05
2237,1,homework2,82,0.05
2237,1,quiz,100,0.2
2237,1,mid exam,47,0.3
2237,1,final exam,64,0.4
2237,5,homework1,76,0.05
2237,5,homework2,100,0.05
2237,5,quiz,70,0.2
2237,5,mid exam,75,0.3
2237,5,final exam,91,0.4
2237,6,homework1,82,0.05
2237,6,homework2,100,0.05
2237,6,quiz,82,0.2
2237,6,mid exam,65,0.3
2237,6,final exam,74,0.4
2237,8,homework1,96,0.05
2237,8,homework2,73,0.05
2237,8,quiz,76,0.2
2237,8,mid exam,85,0.3
2237,8,final exam,100,0.4
2237,7,homework1,62,0.05
2237,7,homework2,78,0.05
2237,7,quiz,89,0.2
2237,7,mid exam,47,0.3
2237,7,final exam,100,0.4
2237,3,homework1,81,0.05
2237,3,homework2,88,0.05
2237,3,quiz,66,0.2
2237,3,mid exam,54,0.3
2237,3,final exam,66,0.4
2263,1,homework1,85,0.05
2263,1,homework2,100,0.05
2263,1,quiz,72,0.2
2263,1,mid exam,71,0.3
2263,1,final exam,87,0.4
2263,5,homework1,97,0.05
2263,5,homework2,90,0.05
2263,5,quiz,71,0.2
2263,5,mid exam,74,0.3
2263,5,final exam,80,0.4
2263,6,homework1,80,0.05
2263,6,homework2,100,0.05
2263,6,quiz,99,0.2
2263,6,mid exam,57,0.3
2263,6,final exam,75,0.4
2263,8,homework1,89,0.05
2263,8,homework2,84,0.05
2263,8,quiz,80,0.2
2263,8,mid exam,74,0.3
2263,8,final exam,60,0.4
2263,7,homework1,75,0.05
2263,7,homework2,84,0.05
2263,7,quiz,65,0.2
2263,7,mid exam,68,0.3
2263,7,final exam,62,0.4
2263,3,homework1,78,0.05
2263,3,homework2,91,0.05
2263,3,quiz,99,0.2
2263,3,mid exam,75,0.3
2263,3,final exam,73,0.4
2291,1,homework1,87,0.05
2291,1,homework2,80,0.05
2291,1,quiz,73,0.2
2291,1,mid exam,81,0.3
2291,1,final exam,98,0.4
2291,5,homework1,85,0.05
2291,5,homework2,100,0.05
2291,5,quiz,84,0.2
2291,5,mid exam,57,0.3
2291,5,final exam,71,0.4
2291,6,homework1,76,0.05
2291,6,homework2,88,0.05
2291,6,quiz,70,0.2
2291,6,mid exam,96,0.3
2291,6,final exam,100,0.4
2291,8,homework1,92,0.05
2291,8,homework2,70,0.05
2291,8,quiz,71,0.2
2291,8,mid exam,78,0.3
2291,8,final exam,76,0.4
2291,7,homework1,99,0.05
2291,7,homework2,79,0.05
2291,7,quiz,81,0.2
2291,7,mid exam,58,0.3
2291,7,final exam,72,0.4
2291,3,homework1,89,0.05
2291,3,homework2,97,0.05
2291,3,quiz,71,0.2
2291,3,mid exam,100,0.3
2291,3,final exam,87,0.4
2338,1,homework1,78,0.05
2338,1,homework2,95,0.05
2338,1,quiz,72,0.2
2338,1,mid exam,67,0.3
2338,1,final exam,78,0.4
2338,5,homework1,84,0.05
2338,5,homework2,77,0.05
2338,5,quiz,67,0.2
2338,5,mid exam,59,0.3
2338,5,final exam,83,0.4
2338,6,homework1,95,0.05
2338,6,homework2,82,0.05
2338,6,quiz,70,0.2
2338,6,mid exam,100,0.3
2338,6,final exam,56,0.4
2338,8,homework1,100,0.05
2338,8,homework2,100,0.05
2338,8,quiz,83,0.2
2338,8,mid exam,57,0.3
2338,8,final exam,72,0.4
2338,7,homework1,59,0.05
2338,7,homework2,88,0.05
2338,7,quiz,63,0.2
2338,7,mid exam,67,0.3
2338,7,final exam,67,0.4
2338,3,homework1,86,0.05
2338,3,homework2,88,0.05
2338,3,quiz,94,0.2
2338,3,mid exam,76,0.3
2338,3,final exam,75,0.4
2360,1,homework1,66,0.05
2360,1,homework2,77,0.05
2360,1,quiz,91,0.2
2360,1,mid exam,66,0.3
2360,1,final exam,66,0.4
2360,5,homework1,86,0.05
2360,5,homework2,86,0.05
2360,5,quiz,69,0.2
2360,5,mid exam,80,0.3
2360,5,final exam,100,0.4
2360,6,homework1,100,0.05
2360,6,homework2,82,0.05
2360,6,quiz,93,0.2
2360,6,mid exam,75,0.3
2360,6,final exam,62,0.4
2360,8,homework1,88,0.05
2360,8,homework2,74,0.05
2360,8,quiz,100,0.2
2360,8,mid exam,91,0.3
2360,8,final exam,46,0.4
2360,7,homework1,100,0.05
2360,7,homework2,57,0.05
2360,7,quiz,87,0.2
2360,7,mid exam,98,0.3
2360,7,final exam,86,0.4
2360,3,homework1,100,0.05
2360,3,homework2,88,0.05
2360,3,quiz,57,0.2
2360,3,mid exam,89,0.3
2360,3,final exam,89,0.4
2430,1,homework1,97,0.05
2430,1,homework2,85,0.05
2430,1,quiz,100,0.2
2430,1,mid exam,44,0.3
2430,1,final exam,75,0.4
2430,5,homework1,69,0.05
2430,5,homework2,95,0.05
2430,5,quiz,67,0.2
2430,5,mid exam,79,0.3
2430,5,final exam,94,0.4
2430,6,homework1,97,0.05
2430,6,homework2,92,0.05
2430,6,quiz,86,0.2
2430,6,mid exam,58,0.3
2430,6,final exam,81,0.4
2430,8,homework1,90,0.05
2430,8,homework2,94,0.05
2430,8,quiz,100,0.2
2430,8,mid exam,50,0.3
2430,8,final exam,100,0.4
2430,7,homework1,88,0.05
2430,7,homework2,100,0.05
2430,7,quiz,90,0.2
2430,7,mid exam,81,0.3
2430,7,final exam,50,0.4
2430,3,homework1,79,0.05
2430,3,homework2,92,0.05
2430,3,quiz,69,0.2
2430,3,mid exam,72,0.3
2430,3,final exam,72,0.4
2441,1,homework1,100,0.05
2441,1,homework2,99,0.05
2441,1,quiz,84,0.2
2441,1,mid exam,80,0.3
2441,1,final exam,100,0.4
2441,5,homework1,89,0.05
2441,5,homework2,73,0.05
2441,5,quiz,95,0.2
2441,5,mid exam,95,0.3
2441,5,final exam,60,0.4
2441,6,homework1,93,0.05
2441,6,homework2,65,0.05
2441,6,quiz,87,0.2
2441,6,mid exam,61,0.3
2441,6,final exam,64,0.4
2441,8,homework1,66,0.05
2441,8,homework2,82,0.05
2441,8,quiz,71,0.2
2441,8,mid exam,59,0.3
2441,8,final exam,73,0.4
2441,7,homework1,75,0.05
2441,7,homework2,74,0.05
2441,7,quiz,91,0.2
2441,7,mid exam,75,0.3
2441,7,final exam,71,0.4
2441,3,homework1,96,0.05
2441,3,homework2,100,0.05
2441,3,quiz,72,0.2
2441,3,mid exam,100,0.3
2441,3,final exam,72,0.4
2462,1,homework1,100,0.05
2462,1,homework2,98,0.05
2462,1,quiz,74,0.2
2462,1,mid exam,88,0.3
2462,1,final exam,100,0.4
2462,5,homework1,76,0.05
2462,5,homework2,83,0.05
2462,5,quiz,74,0.2
2462,5,mid exam,92,0.3
2462,5,final exam,82,0.4
2462,6,homework1,95,0.05
2462,6,homework2,95,0.05
2462,6,quiz,88,0.2
2462,6,mid exam,45,0.3
2462,6,final exam,60,0.4
2462,8,homework1,59,0.05
2462,8,homework2,88,0.05
2462,8,quiz,98,0.2
2462,8,mid exam,67,0.3
2462,8,final exam,100,0.4
2462,7,homework1,86,0.05
2462,7,homework2,67,0.05
2462,7,quiz,90,0.2
2462,7,mid exam,65,0.3
2462,7,final exam,86,0.4
2462,3,homework1,95,0.05
2462,3,homework2,85,0.05
2462,3,quiz,100,0.2
2462,3,mid exam,81,0.3
2462,3,final exam,61,0.4
2467,1,homework1,84,0.05
2467,1,homework2,66,0.05
2467,1,quiz,96,0.2
2467,1,mid exam,100,0.3
2467,1,final exam,87,0.4
2467,5,homework1,77,0.05
2467,5,homework2,76,0.05
2467,5,quiz,52,0.2
2467,5,mid exam,71,0.3
2467,5,final exam,59,0.4
2467,6,homework1,95,0.05
2467,6,homework2,69,0.05
2467,6,quiz,100,0.2
2467,6,mid exam,53,0.3
2467,6,final exam,87,0.4
2467,8,homework1,77,0.05
2467,8,homework2,95,0.05
2467,8,quiz,79,0.2
2467,8,mid exam,100,0.3
2467,8,final exam,86,0.4
2467,7,homework1,85,0.05
2467,7,homework2,74,0.05
2467,7,quiz,55,0.2
2467,7,mid exam,69,0.3
2467,7,final exam,62,0.4
2467,3,homework1,71,0.05
2467,3,homework2,79,0.05
2467,3,quiz,79,0.2
2467,3,mid exam,88,0.3
2467,3,final exam,95,0.4
2483,1,homework1,89,0.05
2483,1,homework2,86,0.05
2483,1,quiz,71,0.2
2483,1,mid exam,68,0.3
2483,1,final exam,66,0.4
2483,5,homework1,92,0.05
2483,5,homework2,81,0.05
2483,5,quiz,76,0.2
2483,5,mid exam,93,0.3
2483,5,final exam,40,0.4
2483,6,homework1,88,0.05
2483,6,homework2,81,0.05
2483,6,quiz,52,0.2
2483,6,mid exam,81,0.3
2483,6,final exam,75,0.4
2483,8,homework1,75,0.05
2483,8,homework2,75,0.05
2483,8,quiz,93,0.2
2483,8,mid exam,74,0.3
2483,8,final exam,62,0.4
2483,7,homework1,73,0.05
2483,7,homework2,87,0.05
2483,7,quiz,98,0.2
2483,7,mid exam,73,0.3
2483,7,final exam,94,0.4
2483,3,homework1,100,0.05
2483,3,homework2,87,0.05
2483,3,quiz,61,0.2
2483,3,mid exam,55,0.3
2483,3,final exam,75,0.4
2485,1,homework1,84,0.05
2485,1,homework2,92,0.05
2485,1,quiz,77,0.2
2485,1,mid exam,77,0.3
2485,1,final exam,73,0.4
2485,5,homework1,90,0.05
2485,5,homework2,90,0.05
2485,5,quiz,72,0.2
2485,5,mid exam,74,0.3
2485,5,final exam,75,0.4
2485,6,homework1,90,0.05
2485,6,homework2,76,0.05
2485,6,quiz,91,0.2
2485,6,mid exam,33,0.3
2485,6,final exam,67,0.4
2485,8,homework1,84,0.05
2485,8,homework2,93,0.05
2485,8,quiz,69,0.2
2485,8,mid exam,82,0.3
2485,8,final exam,65,0.4
2485,7,homework1,90,0.05
2485,7,homework2,64,0.05
2485,7,quiz,77,0.2
2485,7,mid exam,63,0.3
2485,7,final exam,86,0.4
2485,3,homework1,80,0.05
2485,3,homework2,80,0.05
2485,3,quiz,67,0.2
2485,3,mid exam,73,0.3
2485,3,final exam,81,0.4
2508,1,homework1,91,0.05
2508,1,homework2,86,0.05
2508,1,quiz,84,0.2
2508,1,mid exam,87,0.3
2508,1,final exam,69,0.4
2508,5,homework1,93,0.05
2508,5,homework2,87,0.05
2508,5,quiz,70,0.2
2508,5,mid exam,87,0.3
2508,5,final exam,78,0.4
2508,6,homework1,100,0.05
2508,6,homework2,74,0.05
2508,6,quiz,76,0.2
2508,6,mid exam,100,0.3
2508,6,final exam,100,0.4
2508,8,homework1,88,0.05
2508,8,homework2,88,0.05
2508,8,quiz,83,0.2
2508,8,mid exam,84,0.3
2508,8,final exam,84,0.4
2508,7,homework1,91,0.05
2508,7,homework2,91,0.05
2508,7,quiz,62,0.2
2508,7,mid exam,54,0.3
2508,7,final exam,77,0.4
2508,3,homework1,85,0.05
2508,3,homework2,85,0.05
2508,3,quiz,59,0.2
2508,3,mid exam,63,0.3
2508,3,final exam,43,0.4
2576,1,homework1,85,0.05
2576,1,homework2,100,0.05
2576,1,quiz,60,0.2
2576,1,mid exam,87,0.3
2576,1,final exam,72,0.4
2576,5,homework1,77,0.05
2576,5,homework2,97,0.05
2576,5,quiz,59,0.2
2576,5,mid exam,85,0.3
2576,5,final exam,69,0.4
2576,6,homework1,62,0.05
2576,6,homework2,86,0.05
2576,6,quiz,68,0.2
2576,6,mid exam,85,0.3
2576,6,final exam,44,0.4
2576,8,homework1,100,0.05
2576,8,homework2,91,0.05
2576,8,quiz,83,0.2
2576,8,mid exam,65,0.3
2576,8,final exam,86,0.4
2576,7,homework1,81,0.05
2576,7,homework2,82,0.05
2576,7,quiz,70,0.2
2576,7,mid exam,57,0.3
2576,7,final exam,76,0.4
2576,3,homework1,91,0.05
2576,3,homework2,68,0.05
2576,3,quiz,55,0.2
2576,3,mid exam,77,0.3
2576,3,final exam,80,0.4
2594,1,homework1,86,0.05
2594,1,homework2,100,0.05
2594,1,quiz,71,0.2
2594,1,mid exam,86,0.3
2594,1,final exam,56,0.4
2594,5,homework1,56,0.05
2594,5,homework2,79,0.05
2594,5,quiz,75,0.2
2594,5,mid exam,72,0.3
2594,5,final exam,79,0.4
2594,6,homework1,84,0.05
2594,6,homework2,59,0.05
2594,6,quiz,47,0.2
2594,6,mid exam,59,0.3
2594,6,final exam,82,0.4
2594,8,homework1,87,0.05
2594,8,homework2,91,0.05
2594,8,quiz,64,0.2
2594,8,mid exam,91,0.3
2594,8,final exam,92,0.4
2594,7,homework1,88,0.05
2594,7,homework2,80,0.05
2594,7,quiz,63,0.2
2594,7,mid exam,83,0.3
2594,7,final exam,76,0.4
2594,3,homework1,82,0.05
2594,3,homework2,100,0.05
2594,3,quiz,84,0.2
2594,3,mid exam,46,0.3
2594,3,final exam,55,0.4
2612,1,homework1,82,0.05
2612,1,homework2,81,0.05
2612,1,quiz,65,0.2
2612,1,mid exam,78,0.3
2612,1,final exam,100,0.4
2612,5,homework1,87,0.05
2612,5,homework2,90,0.05
2612,5,quiz,75,0.2
2612,5,mid exam,53,0.3
2612,5,final exam,41,0.4
2612,6,homework1,73,0.05
2612,6,homework2,87,0.05
2612,6,quiz,65,0.2
2612,6,mid exam,81,0.3
2612,6,final exam,100,0.4
2612,8,homework1,89,0.05
2612,8,homework2,62,0.05
2612,8,quiz,50,0.2
2612,8,mid exam,74,0.3
2612,8,final exam,94,0.4
2612,7,homework1,100,0.05
2612,7,homework2,84,0.05
2612,7,quiz,75,0.2
2612,7,mid exam,95,0.3
2612,7,final exam,71,0.4
2612,3,homework1,81,0.05
2612,3,homework2,94,0.05
2612,3,quiz,79,0.2
2612,3,mid exam,86,0.3
2612,3,final exam,89,0.4
2643,1,homework1,80,0.05
2643,1,homework2,83,0.05
2643,1,quiz,91,0.2
2643,1,mid exam,79,0.3
2643,1,final exam,26,0.4
2643,5,homework1,86,0.05
2643,5,homework2,82,0.05
2643,5,quiz,88,0.2
2643,5,mid exam,77,0.3
2643,5,final exam,76,0.4
2643,6,homework1,74,0.05
2643,6,homework2,86,0.05
2643,6,quiz,73,0.2
2643,6,mid exam,86,0.3
2643,6,final exam,69,0.4
2643,8,homework1,75,0.05
2643,8,homework2,81,0.05
2643,8,quiz,93,0.2
2643,8,mid exam,100,0.3
2643,8,final exam,74,0.4
2643,7,homework1,97,0.05
2643,7,homework2,73,0.05
2643,7,quiz,80,0.2
2643,7,mid exam,66,0.3
2643,7,final exam,54,0.4
2643,3,homework1,89,0.05
2643,3,homework2,43,0.05
2643,3,quiz,79,0.2
2643,3,mid exam,63,0.3
2643,3,final exam,81,0.4
2646,4,homework1,93,0.05
2646,4,homework2,100,0.05
2646,4,quiz,62,0.2
2646,4,mid exam,100,0.3
2646,4,final exam,78,0.4
2646,5,homework1,95,0.05
2646,5,homework2,80,0.05
2646,5,quiz,73,0.2
2646,5,mid exam,100,0.3
2646,5,final exam,84,0.4
2646,2,homework1,92,0.05
2646,2,homework2,92,0.05
2646,2,quiz,56,0.2
2646,2,mid exam,72,0.3
2646,2,final exam,69,0.4
2646,1,homework1,86,0.05
2646,1,homework2,83,0.05
2646,1,quiz,77,0.2
2646,1,mid exam,64,0.3
2646,1,final exam,77,0.4
2646,8,homework1,71,0.05
2646,8,homework2,83,0.05
2646,8,quiz,73,0.2
2646,8,mid exam,81,0.3
2646,8,final exam,70,0.4
2646,3,homework1,64,0.05
2646,3,homework2,84,0.05
2646,3,quiz,66,0.2
2646,3,mid exam,96,0.3
2646,3,final exam,59,0.4
2657,4,homework1,99,0.05
2657,4,homework2,100,0.05
2657,4,quiz,77,0.2
2657,4,mid exam,85,0.3
2657,4,final exam,68,0.4
2657,5,homework1,82,0.05
2657,5,homework2,97,0.05
2657,5,quiz,98,0.2
2657,5,mid exam,84,0.3
2657,5,final exam,56,0.4
2657,2,homework1,90,0.05
2657,2,homework2,80,0.05
2657,2,quiz,100,0.2
2657,2,mid exam,71,0.3
2657,2,final exam,43,0.4
2657,1,homework1,90,0.05
2657,1,homework2,76,0.05
2657,1,quiz,76,0.2
2657,1,mid exam,45,0.3
2657,1,final exam,100,0.4
2657,8,homework1,82,0.05
2657,8,homework2,100,0.05
2657,8,quiz,74,0.2
2657,8,mid exam,83,0.3
2657,8,final exam,75,0.4
2657,3,homework1,75,0.05
2657,3,homework2,90,0.05
2657,3,quiz,85,0.2
2657,3,mid exam,74,0.3
2657,3,final exam,100,0.4
2660,4,homework1,64,0.05
2660,4,homework2,90,0.05
2660,4,quiz,81,0.2
2660,4,mid exam,91,0.3
2660,4,final exam,78,0.4
2660,5,homework1,91,0.05
2660,5,homework2,93,0.05
2660,5,quiz,67,0.2
2660,5,mid exam,100,0.3
2660,5,final exam,92,0.4
2660,2,homework1,91,0.05
2660,2,homework2,79,0.05
2660,2,quiz,72,0.2
2660,2,mid exam,100,0.3
2660,2,final exam,75,0.4
2660,1,homework1,79,0.05
2660,1,homework2,69,0.05
2660,1,quiz,81,0.2
2660,1,mid exam,87,0.3
2660,1,final exam,89,0.4
2660,8,homework1,94,0.05
2660,8,homework2,83,0.05
2660,8,quiz,97,0.2
2660,8,mid exam,66,0.3
2660,8,final exam,89,0.4
2660,3,homework1,81,0.05
2660,3,homework2,76,0.05
2660,3,quiz,86,0.2
2660,3,mid exam,83,0.3
2660,3,final exam,73,0.4
2663,4,homework1,82,0.05
2663,4,homework2,70,0.05
2663,4,quiz,76,0.2
2663,4,mid exam,65,0.3
2663,4,final exam,73,0.4
2663,5,homework1,88,0.05
2663,5,homework2,80,0.05
2663,5,quiz,90,0.2
2663,5,mid exam,80,0.3
2663,5,final exam,48,0.4
2663,2,homework1,84,0.05
2663,2,homework2,93,0.05
2663,2,quiz,88,0.2
2663,2,mid exam,87,0.3
2663,2,final exam,96,0.4
2663,1,homework1,85,0.05
2663,1,homework2,83,0.05
2663,1,quiz,68,0.2
2663,1,mid exam,76,0.3
2663,1,final exam,77,0.4
2663,8,homework1,87,0.05
2663,8,homework2,74,0.05
2663,8,quiz,93,0.2
2663,8,mid exam,80,0.3
2663,8,final exam,92,0.4
2663,3,homework1,80,0.05
2663,3,homework2,100,0.05
2663,3,quiz,81,0.2
2663,3,mid exam,55,0.3
2663,3,final exam,75,0.4
2673,4,homework1,79,0.05
2673,4,homework2,99,0.05
2673,4,quiz,96,0.2
2673,4,mid exam,85,0.3
2673,4,final exam,94,0.4
2673,5,homework1,90,0.05
2673,5,homework2,76,0.05
2673,5,quiz,78,0.2
2673,5,mid exam,97,0.3
2673,5,final exam,99,0.4
2673,2,homework1,91,0.05
2673,2,homework2,98,0.05
2673,2,quiz,96,0.2
2673,2,mid exam,100,0.3
2673,2,final exam,63,0.4
2673,1,homework1,82,0.05
2673,1,homework2,100,0.05
2673,1,quiz,97,0.2
2673,1,mid exam,50,0.3
2673,1,final exam,63,0.4
2673,8,homework1,95,0.05
2673,8,homework2,91,0.05
2673,8,quiz,74,0.2
2673,8,mid exam,63,0.3
2673,8,final exam,81,0.4
2673,3,homework1,70,0.05
2673,3,homework2,100,0.05
2673,3,quiz,75,0.2
2673,3,mid exam,79,0.3
2673,3,final exam,77,0.4
2719,4,homework1,80,0.05
2719,4,homework2,74,0.05
2719,4,quiz,78,0.2
2719,4,mid exam,43,0.3
2719,4,final exam,100,0.4
2719,5,homework1,89,0.05
2719,5,homework2,100,0.05
2719,5,quiz,75,0.2
2719,5,mid exam,80,0.3
2719,5,final exam,76,0.4
2719,2,homework1,100,0.05
2719,2,homework2,92,0.05
2719,2,quiz,100,0.2
2719,2,mid exam,100,0.3
2719,2,final exam,85,0.4
2719,1,homework1,75,0.05
2719,1,homework2,80,0.05
2719,1,quiz,65,0.2
2719,1,mid exam,66,0.3
2719,1,final exam,90,0.4
2719,8,homework1,87,0.05
2719,8,homework2,83,0.05
2719,8,quiz,71,0.2
2719,8,mid exam,86,0.3
2719,8,final exam,85,0.4
2719,3,homework1,92,0.05
2719,3,homework2,91,0.05
2719,3,quiz,84,0.2
2719,3,mid exam,94,0.3
2719,3,final exam,77,0.4
2739,4,homework1,86,0.05
2739,4,homework2,90,0.05
2739,4,quiz,78,0.2
2739,4,mid exam,55,0.3
2739,4,final exam,67,0.4
2739,5,homework1,100,0.05
2739,5,homework2,80,0.05
2739,5,quiz,100,0.2
2739,5,mid exam,82,0.3
2739,5,final exam,60,0.4
2739,2,homework1,77,0.05
2739,2,homework2,79,0.05
2739,2,quiz,83,0.2
2739,2,mid exam,93,0.3
2739,2,final exam,82,0.4
2739,1,homework1,86,0.05
2739,1,homework2,73,0.05
2739,1,quiz,100,0.2
2739,1,mid exam,69,0.3
2739,1,final exam,93,0.4
2739,8,homework1,100,0.05
2739,8,homework2,86,0.05
2739,8,quiz,97,0.2
2739,8,mid exam,100,0.3
2739,8,final exam,80,0.4
2739,3,homework1,97,0.05
2739,3,homework2,83,0.05
2739,3,quiz,80,0.2
2739,3,mid exam,45,0.3
2739,3,final exam,100,0.4
2766,4,homework1,88,0.05
2766,4,homework2,93,0.05
2766,4,quiz,94,0.2
2766,4,mid exam,52,0.3
2766,4,final exam,73,0.4
2766,5,homework1,72,0.05
2766,5,homework2,83,0.05
2766,5,quiz,77,0.2
2766,5,mid exam,93,0.3
2766,5,final exam,100,0.4
2766,2,homework1,69,0.05
2766,2,homework2,91,0.05
2766,2,quiz,81,0.2
2766,2,mid exam,87,0.3
2766,2,final exam,97,0.4
2766,1,homework1,92,0.05
2766,1,homework2,100,0.05
2766,1,quiz,96,0.2
2766,1,mid exam,100,0.3
2766,1,final exam,55,0.4
2766,8,homework1,81,0.05
2766,8,homework2,74,0.05
2766,8,quiz,88,0.2
2766,8,mid exam,47,0.3
2766,8,final exam,53,0.4
2766,3,homework1,99,0.05
2766,3,homework2,74,0.05
2766,3,quiz,84,0.2
2766,3,mid exam,75,0.3
2766,3,final exam,56,0.4
2804,4,homework1,79,0.05
2804,4,homework2,85,0.05
2804,4,quiz,66,0.2
2804,4,mid exam,75,0.3
2804,4,final exam,100,0.4
2804,5,homework1,69,0.05
2804,5,homework2,79,0.05
2804,5,quiz,100,0.2
2804,5,mid exam,82,0.3
2804,5,final exam,63,0.4
2804,2,homework1,68,0.05
2804,2,homework2,79,0.05
2804,2,quiz,74,0.2
2804,2,mid exam,63,0.3
2804,2,final exam,77,0.4
2804,1,homework1,81,0.05
2804,1,homework2,92,0.05
2804,1,quiz,100,0.2
2804,1,mid exam,78,0.3
2804,1,final exam,95,0.4
2804,8,homework1,78,0.05
2804,8,homework2,96,0.05
2804,8,quiz,76,0.2
2804,8,mid exam,80,0.3
2804,8,final exam,58,0.4
2804,3,homework1,87,0.05
2804,3,homework2,88,0.05
2804,3,quiz,79,0.2
2804,3,mid exam,100,0.3
2804,3,final exam,85,0.4
2868,4,homework1,71,0.05
2868,4,homework2,73,0.05
2868,4,quiz,87,0.2
2868,4,mid exam,100,0.3
2868,4,final exam,78,0.4
2868,5,homework1,93,0.05
2868,5,homework2,95,0.05
2868,5,quiz,63,0.2
2868,5,mid exam,82,0.3
2868,5,final exam,93,0.4
2868,2,homework1,89,0.05
2868,2,homework2,78,0.05
2868,2,quiz,96,0.2
2868,2,mid exam,80,0.3
2868,2,final exam,75,0.4
2868,1,homework1,82,0.05
2868,1,homework2,97,0.05
2868,1,quiz,88,0.2
2868,1,mid exam,90,0.3
2868,1,final exam,78,0.4
2868,8,homework1,100,0.05
2868,8,homework2,61,0.05
2868,8,quiz,76,0.2
2868,8,mid exam,61,0.3
2868,8,final exam,79,0.4
2868,3,homework1,100,0.05
2868,3,homework2,79,0.05
2868,3,quiz,84,0.2
2868,3,mid exam,93,0.3
2868,3,final exam,67,0.4
2944,4,homework1,87,0.05
2944,4,homework2,74,0.05
2944,4,quiz,70,0.2
2944,4,mid exam,83,0.3
2944,4,final exam,46,0.4
2944,5,homework1,83,0.05
2944,5,homework2,76,0.05
2944,5,quiz,75,0.2
2944,5,mid exam,82,0.3
2944,5,final exam,38,0.4
2944,2,homework1,81,0.05
2944,2,homework2,84,0.05
2944,2,quiz,92,0.2
2944,2,mid exam,68,0.3
2944,2,final exam,76,0.4
2944,1,homework1,92,0.05
2944,1,homework2,100,0.05
2944,1,quiz,69,0.2
2944,1,mid exam,100,0.3
2944,1,final exam,56,0.4
2944,8,homework1,70,0.05
2944,8,homework2,85,0.05
2944,8,quiz,78,0.2
2944,8,mid exam,100,0.3
2944,8,final exam,77,0.4
2944,3,homework1,79,0.05
2944,3,homework2,64,0.05
2944,3,quiz,83,0.2
2944,3,mid exam,83,0.3
2944,3,final exam,75,0.4
2966,4,homework1,79,0.05
2966,4,homework2,86,0.05
2966,4,quiz,93,0.2
2966,4,mid exam,78,0.3
2966,4,final exam,94,0.4
2966,5,homework1,93,0.05
2966,5,homework2,83,0.05
2966,5,quiz,82,0.2
2966,5,mid exam,81,0.3
2966,5,final exam,75,0.4
2966,2,homework1,70,0.05
2966,2,homework2,67,0.05
2966,2,quiz,62,0.2
2966,2,mid exam,63,0.3
2966,2,final exam,90,0.4
2966,1,homework1,82,0.05
2966,1,homework2,85,0.05
2966,1,quiz,74,0.2
2966,1,mid exam,77,0.3
2966,1,final exam,53,0.4
2966,8,homework1,81,0.05
2966,8,homework2,100,0.05
2966,8,quiz,67,0.2
2966,8,mid exam,55,0.3
2966,8,final exam,93,0.4
2966,3,homework1,84,0.05
2966,3,homework2,82,0.05
2966,3,quiz,75,0.2
2966,3,mid exam,52,0.3
2966,3,final exam,95,0.4
39,4,homework1,77,0.05
39,4,homework2,96,0.05
39,4,quiz,85,0.2
39,4,mid exam,70,0.3
39,4,final exam,48,0.4
39,1,homework1,100,0.05
39,1,homework2,70,0.05
39,1,quiz,94,0.2
39,1,mid exam,84,0.3
39,1,final exam,92,0.4
39,3,homework1,79,0.05
39,3,homework2,93,0.05
39,3,quiz,65,0.2
39,3,mid exam,95,0.3
39,3,final exam,79,0.4
39,5,homework1,72,0.05
39,5,homework2,96,0.05
39,5,quiz,61,0.2
39,5,mid exam,92,0.3
39,5,final exam,45,0.4
39,2,homework1,80,0.05
39,2,homework2,90,0.05
39,2,quiz,77,0.2
39,2,mid exam,69,0.3
39,2,final exam,46,0.4
39,8,homework1,69,0.05
39,8,homework2,84,0.05
39,8,quiz,83,0.2
39,8,mid exam,65,0.3
39,8,final exam,60,0.4
76,4,homework1,77,0.05
76,4,homework2,84,0.05
76,4,quiz,78,0.2
76,4,mid exam,86,0.3
76,4,final exam,88,0.4
76,1,homework1,90,0.05
76,1,homework2,67,0.05
76,1,quiz,65,0.2
